Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
37453-JAM,Male,72.1,No,Jammu & Kashmir,13.47,2.03,Deal 3,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.26,2328.83,0.0,0.0,405.04,2668.59,Churned,Competitor,Competitor made better offer
88844-JAM,Male,42.1,Yes,Jammu & Kashmir,1.94,9.93,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.9,3154.45,0.0,0.0,833.99,3916.08,Stayed,,
24757-UTT,Female,33.22,No,Uttar Pradesh,9.39,0.99,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,47.1,79.85,0.0,10.06,59.85,145.91,Churned,Attitude,Attitude of service provider
97301-JAM,Male,25.81,Yes,Jammu & Kashmir,7.81,18.75,Deal 3,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,52.09,1258.06,0.0,0.0,88.74,1350.58,Stayed,,
84807-KAR,Female,81.74,No,Karnataka,13.71,4.97,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.08,4353.07,8.92,0.0,970.49,5206.23,Churned,Dissatisfaction,Product dissatisfaction
98172-ASS,Female,54.4,No,Assam,14.7,2.92,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.46,1319.69,0.0,0.0,410.55,1640.59,Churned,Competitor,Competitor made better offer
16541-UTT,Female,57.59,No,Uttar Pradesh,3.88,36.41,,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,67.47,4571.5,0.0,0.0,1516.19,6077.41,Stayed,,
56514-PUD,Female,34.4,No,Puducherry,13.67,24.73,Deal 1,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,18.83,1423.73,0.0,0.0,3562.33,5050.17,Stayed,,
28715-DEL,Female,33.13,Yes,Delhi,9.3,10.31,,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,57.35,1410.67,0.0,0.0,34.43,1478.93,Stayed,,
51890-UTT,Male,84.12,Yes,Uttar Pradesh,11.43,21.41,,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,76.23,2583.13,0.0,0.0,105.87,2548.95,Stayed,,
62968-UTT,Female,18.58,No,Uttar Pradesh,4.01,3.0,,Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.82,58.26,0.0,0.0,41.26,99.46,Joined,,
91132-WES,Female,67.58,No,West Bengal,15.14,19.41,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.39,70.21,0.0,0.0,12.58,82.8,Churned,Price,Price too high
36440-JHA,Female,79.42,Yes,Jharkhand,3.09,26.13,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.92,3916.62,0.0,0.0,1760.88,5688.38,Churned,Dissatisfaction,Network reliability
21343-MAD,Male,69.65,No,Madhya Pradesh,0.0,16.92,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,93.85,5265.99,19.34,0.0,1572.56,6665.85,Stayed,,
34961-AND,Female,55.52,No,Andhra Pradesh,5.17,3.93,,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,56.37,972.23,0.0,0.0,407.73,1358.35,Churned,Price,Price too high
86433-TAM,Male,64.03,Yes,Tamil Nadu,8.0,1.04,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.72,1698.81,0.0,0.0,593.03,2346.05,Churned,Price,Price too high
53790-RAJ,Male,35.9,No,Rajasthan,8.31,36.5,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.19,123.05,0.0,0.0,64.88,193.52,Stayed,,
68826-MAH,Male,49.41,No,Maharashtra,14.15,1.03,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.0,24.79,0.0,0.0,0.0,24.39,Joined,,
19088-JAM,Female,53.18,Yes,Jammu & Kashmir,9.44,11.16,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,87.52,5480.69,0.0,0.0,1409.18,6784.64,Stayed,,
88459-UTT,Female,69.13,Yes,Uttar Pradesh,5.19,14.3,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.34,342.69,0.0,0.0,194.51,561.28,Churned,Competitor,Competitor had better devices
36017-TAM,Female,52.01,Yes,Tamil Nadu,15.27,23.79,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.37,19.31,0.0,0.0,42.61,59.98,Joined,,
35520-ASS,Female,26.1,No,Assam,6.88,2.92,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.52,79.82,0.0,0.0,36.29,121.08,Churned,Dissatisfaction,Product dissatisfaction
27065-TAM,Female,45.85,No,Tamil Nadu,14.68,33.52,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.26,5601.02,48.94,0.0,1131.71,6789.31,Stayed,,
13664-TAM,Female,43.85,Yes,Tamil Nadu,5.12,32.21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.68,0.0,0.0,20.33,103.21,Churned,Dissatisfaction,Service dissatisfaction
92306-JAM,Female,58.6,Yes,Jammu & Kashmir,1.0,4.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,84.47,156.41,0.0,0.0,10.95,172.19,Churned,Competitor,Competitor made better offer
25438-MAH,Female,44.62,No,Maharashtra,7.93,1.05,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,87.02,4200.3,44.87,0.0,623.31,4817.35,Churned,Dissatisfaction,Poor expertise of online support
82637-DEL,Female,57.25,No,Delhi,9.42,18.33,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.06,3365.71,0.0,0.0,82.01,3307.47,Churned,Competitor,Competitor made better offer
11241-MAD,Female,42.25,Yes,Madhya Pradesh,4.15,10.77,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.09,3576.55,0.0,0.0,94.29,3814.26,Stayed,,
49995-TEL,Male,44.2,Yes,Telangana,11.15,24.15,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.02,1223.03,0.0,0.0,380.79,1639.51,Stayed,,
44010-BIH,Male,57.39,No,Bihar,0.0,29.39,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.33,20.94,0.0,0.0,10.99,30.08,Churned,Attitude,Attitude of support person
92276-MAD,Female,41.59,Yes,Madhya Pradesh,13.29,29.31,,No,,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,40.25,1449.87,0.0,0.0,0.0,1450.59,Stayed,,
29121-KAR,Male,67.22,No,Karnataka,2.05,9.1,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.48,668.21,0.0,0.0,843.02,1578.57,Stayed,,
18280-DEL,Male,78.81,No,Delhi,0.0,6.28,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,103.09,7704.77,0.0,0.0,2053.95,9653.45,Stayed,,
83610-BIH,Female,68.76,Yes,Bihar,0.0,10.68,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.11,140.98,0.0,0.0,14.53,158.78,Joined,,
85218-GUJ,Female,30.36,No,Gujarat,1.94,17.32,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.99,230.4,0.0,0.0,448.47,689.5,Stayed,,
64656-MAD,Male,65.94,Yes,Madhya Pradesh,0.0,27.99,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.42,5530.18,0.0,0.0,3158.65,8449.42,Stayed,,
65381-PUN,Female,64.94,Yes,Punjab,3.13,32.9,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,106.47,5919.58,1.68,88.01,1868.59,7875.56,Stayed,,
21919-UTT,Male,64.76,No,Uttar Pradesh,15.19,2.02,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.31,2458.08,0.0,78.18,380.16,2957.22,Churned,Other,Moved
51722-WES,Male,45.25,Yes,West Bengal,2.07,19.92,,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.1,6281.77,0.0,0.0,1787.19,7978.24,Stayed,,
87463-TAM,Female,47.86,No,Tamil Nadu,10.18,20.45,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.53,7027.82,0.0,59.7,119.42,7368.47,Churned,Attitude,Attitude of support person
98404-AND,Female,55.91,Yes,Andhra Pradesh,0.0,15.53,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.41,1838.37,0.0,0.0,1586.72,3602.38,Stayed,,
74664-UTT,Female,45.39,Yes,Uttar Pradesh,0.0,23.71,,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,21.4,1064.52,0.0,0.0,186.54,1196.86,Stayed,,
58609-ASS,Female,36.67,Yes,Assam,7.82,33.57,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,121.65,8700.05,0.0,0.0,2565.77,10861.5,Churned,Competitor,Competitor offered higher download speeds
37378-KER,Female,22.46,No,Kerala,4.15,7.84,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,77.67,4731.29,0.0,0.0,119.97,5096.94,Stayed,,
93501-MAH,Female,25.25,No,Maharashtra,13.87,37.11,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.49,313.37,0.0,0.0,377.32,687.29,Stayed,,
61080-RAJ,Male,49.92,No,Rajasthan,7.35,34.71,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.67,3156.34,0.0,0.0,531.58,3597.13,Stayed,,
32563-KAR,Female,33.67,Yes,Karnataka,3.11,22.35,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.41,147.62,0.0,10.14,22.96,184.83,Joined,,
57673-ODI,Female,29.89,Yes,Odisha,1.03,9.96,,No,,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,57.56,1136.63,0.0,9.85,0.0,1140.79,Churned,Attitude,Attitude of service provider
85356-KAR,Female,38.36,Yes,Karnataka,0.0,23.05,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.35,6590.8,0.0,0.0,2356.69,8917.21,Stayed,,
33651-KAR,Female,71.41,Yes,Karnataka,12.45,6.08,Deal 1,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.45,1454.36,0.0,0.0,1088.23,2516.87,Stayed,,
36284-ODI,Male,42.61,Yes,Odisha,4.06,13.64,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.64,44.18,0.0,0.0,40.57,84.26,Joined,,
82141-UTT,Female,20.34,Yes,Uttar Pradesh,15.44,4.92,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.11,5978.75,0.0,0.0,1200.6,7560.6,Stayed,,
46378-MAH,Female,60.01,Yes,Maharashtra,15.41,10.47,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.33,150.41,0.0,0.0,15.49,170.56,Joined,,
96954-BIH,Female,26.92,Yes,Bihar,11.04,15.11,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.53,241.63,0.0,0.0,20.75,265.19,Stayed,,
57496-TEL,Female,39.74,No,Telangana,3.11,5.98,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.7,1478.0,0.0,0.0,1622.89,3104.93,Stayed,,
92334-BIH,Male,44.87,Yes,Bihar,15.09,12.45,Deal 3,No,,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.2,1310.51,0.0,0.0,0.0,1267.29,Stayed,,
39812-PUN,Male,43.78,No,Punjab,8.9,32.29,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.78,3350.43,8.87,0.0,1691.82,4996.29,Stayed,,
39834-AND,Male,47.64,Yes,Andhra Pradesh,12.25,27.16,,No,,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,56.26,2291.36,0.0,0.0,0.0,2237.82,Churned,Dissatisfaction,Lack of self-service on Website
41630-WES,Female,30.79,No,West Bengal,0.0,5.88,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,82.62,1418.86,0.0,0.0,774.81,2108.89,Stayed,,
93845-MAH,Male,32.51,No,Maharashtra,8.18,6.89,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.88,1611.82,49.95,0.0,223.55,1875.07,Stayed,,
75124-MAH,Female,38.53,Yes,Maharashtra,6.19,11.98,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.04,343.48,0.0,0.0,95.81,419.21,Churned,Other,Moved
44202-TEL,Female,50.4,Yes,Telangana,8.99,14.15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.52,71.56,0.0,0.0,11.82,83.11,Joined,,
16560-MAH,Female,83.13,Yes,Maharashtra,11.73,2.96,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.58,3270.42,24.84,0.0,129.44,3368.53,Stayed,,
69470-PUN,Female,35.34,No,Punjab,0.97,19.88,Deal 5,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,19.67,206.15,0.0,0.0,458.85,660.36,Stayed,,
22456-WES,Female,26.19,Yes,West Bengal,15.16,32.58,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.4,5549.66,0.0,0.0,2581.26,8006.54,Stayed,,
89699-MAD,Female,35.31,Yes,Madhya Pradesh,13.06,8.78,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,67.69,2112.45,0.0,0.0,674.26,2791.89,Stayed,,
43085-UTT,Male,61.11,Yes,Uttar Pradesh,0.98,33.68,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93.03,6511.54,0.0,0.0,2148.12,8750.13,Stayed,,
48026-WES,Male,25.06,No,West Bengal,15.2,23.7,,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.88,141.21,0.0,0.0,42.01,187.54,Stayed,,
28602-UTT,Female,58.11,Yes,Uttar Pradesh,4.2,1.02,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.34,5491.19,0.0,0.0,1479.74,7042.79,Stayed,,
87814-PUN,Male,49.04,Yes,Punjab,2.99,25.34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.8,4340.17,0.0,0.0,479.2,4809.36,Stayed,,
32380-PUD,Male,26.45,Yes,Puducherry,6.97,11.16,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.54,116.77,0.0,0.0,47.1,160.11,Stayed,,
17357-UTT,Female,17.47,No,Uttar Pradesh,15.71,4.88,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.81,759.35,0.0,0.0,311.4,1107.11,Churned,Competitor,Competitor had better devices
78753-JAM,Female,19.63,Yes,Jammu & Kashmir,1.03,8.24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.75,5507.46,0.0,146.77,1101.71,6531.99,Churned,Competitor,Competitor made better offer
38364-TEL,Male,26.67,Yes,Telangana,14.66,24.36,Deal 3,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.76,1948.84,0.0,120.18,938.65,2998.06,Churned,Competitor,Competitor offered higher download speeds
76322-GUJ,Female,74.97,Yes,Gujarat,12.53,15.25,,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.66,770.49,0.0,0.0,665.99,1443.53,Stayed,,
94918-MAD,Female,55.87,No,Madhya Pradesh,3.14,22.33,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.86,4347.72,0.0,0.0,465.17,5012.66,Stayed,,
84524-TEL,Female,65.74,Yes,Telangana,14.27,0.98,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,97.36,5428.61,0.0,30.74,1119.32,6698.88,Stayed,,
32419-DEL,Female,46.81,No,Delhi,8.37,37.01,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.74,5153.61,0.0,0.0,2424.26,7894.55,Stayed,,
29866-ASS,Female,53.9,No,Assam,10.13,24.65,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.24,37.81,0.0,0.0,0.0,38.11,Churned,Dissatisfaction,Lack of self-service on Website
59239-AND,Female,49.73,Yes,Andhra Pradesh,10.42,13.4,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.77,3565.81,0.0,0.0,2126.71,5590.37,Stayed,,
34103-ODI,Female,51.04,Yes,Odisha,7.93,21.94,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.62,1215.28,0.0,0.0,798.07,1939.63,Stayed,,
57276-ASS,Male,62.69,Yes,Assam,8.36,36.4,Deal 3,No,,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,34.14,1193.37,0.0,29.99,0.0,1255.44,Stayed,,
46363-GUJ,Male,52.46,No,Gujarat,13.86,5.96,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.31,52.07,0.0,0.0,11.99,63.02,Churned,Dissatisfaction,Service dissatisfaction
79020-KAR,Female,28.34,No,Karnataka,15.68,29.92,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,78.73,334.18,0.0,0.0,176.01,497.67,Churned,Competitor,Competitor offered higher download speeds
26757-KAR,Female,34.99,No,Karnataka,3.03,9.19,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.78,423.12,0.0,0.0,190.71,601.77,Churned,Competitor,Competitor had better devices
99241-HAR,Female,61.02,No,Haryana,3.04,6.29,,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,67.21,4265.29,0.0,41.25,2868.12,7034.91,Stayed,,
71224-GUJ,Male,38.01,No,Gujarat,5.82,26.67,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.65,1428.44,0.0,0.0,292.9,1723.88,Churned,Competitor,Competitor had better devices
69210-BIH,Female,45.56,Yes,Bihar,8.25,1.01,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,21.12,20.68,0.0,0.0,45.37,66.55,Churned,Price,Price too high
84588-UTT,Female,67.12,No,Uttar Pradesh,1.01,9.26,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.15,1834.97,0.0,0.0,50.7,1906.86,Churned,Attitude,Attitude of service provider
19496-MAD,Female,73.92,No,Madhya Pradesh,6.29,18.61,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,85.53,5175.19,0.0,0.0,1186.04,6420.13,Stayed,,
62910-ASS,Male,44.68,No,Assam,4.93,1.03,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,47.64,516.99,0.0,0.0,136.81,684.68,Churned,Competitor,Competitor made better offer
58841-KAR,Male,43.99,Yes,Karnataka,7.93,32.8,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.42,481.57,0.0,0.0,830.36,1309.65,Stayed,,
45727-TEL,Female,53.51,Yes,Telangana,1.02,15.62,Deal 2,No,,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.82,2281.19,0.0,0.0,0.0,2381.79,Stayed,,
74078-GUJ,Female,61.79,Yes,Gujarat,14.9,1.0,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,88.78,777.95,0.0,9.79,432.46,1204.03,Stayed,,
96108-MAD,Female,59.36,Yes,Madhya Pradesh,1.0,28.88,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.19,312.76,0.0,0.0,131.08,447.06,Churned,Dissatisfaction,Product dissatisfaction
81157-AND,Male,55.33,Yes,Andhra Pradesh,7.82,21.96,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.51,2070.09,0.0,0.0,236.71,2321.85,Stayed,,
35653-AND,Female,41.95,No,Andhra Pradesh,13.63,14.06,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,26.53,1875.57,0.0,0.0,1792.23,3459.76,Stayed,,
78100-KAR,Female,57.14,No,Karnataka,12.38,31.07,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.09,98.95,0.0,0.0,13.52,114.74,Churned,Competitor,Competitor offered higher download speeds
17154-HAR,Male,31.37,No,Haryana,12.89,4.08,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,19.1,18.57,0.0,0.0,43.61,62.36,Joined,,
11751-UTT,Male,40.36,No,Uttar Pradesh,4.0,23.13,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.27,1081.2,0.0,0.0,474.68,1469.36,Churned,Competitor,Competitor offered more data
19837-TAM,Female,58.45,Yes,Tamil Nadu,4.06,6.29,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.64,98.35,0.0,0.0,0.0,101.25,Joined,,
19475-PUN,Female,30.49,No,Punjab,6.17,33.95,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.15,3805.47,0.0,0.0,2432.94,6245.2,Stayed,,
11987-PUN,Female,42.06,No,Punjab,13.78,5.86,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,71.32,489.42,0.0,0.0,133.68,612.77,Stayed,,
59818-TEL,Female,31.26,No,Telangana,0.0,26.36,Deal 4,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,76.47,994.71,0.0,49.37,501.51,1502.11,Stayed,,
92566-WES,Female,51.11,Yes,West Bengal,2.07,29.7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.55,5426.59,0.0,0.0,2299.94,7537.72,Stayed,,
19376-TAM,Female,74.27,No,Tamil Nadu,6.11,13.31,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.25,3202.44,17.92,0.0,427.69,3600.2,Stayed,,
46653-PUN,Male,58.87,Yes,Punjab,0.0,2.93,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.79,5895.94,0.0,0.0,898.43,7115.25,Stayed,,
27132-KAR,Male,30.5,No,Karnataka,11.01,34.06,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.35,1235.97,0.0,0.0,736.74,2009.76,Stayed,,
33747-UTT,Male,58.85,No,Uttar Pradesh,7.8,30.17,Deal 4,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,97.35,1592.16,0.0,0.0,437.39,2097.46,Churned,Other,Moved
